"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"49","20210513_TOP_1_0006_0001.mp4","49147","20210513_BOTTOM_1_0006_0001.mp4","48064","npz6.50","0.42237",50.38706,"0.90054","11.50003","831.62787","29.12247","8.45747","53.29600","174.37638","-365.24410","-726.49469","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"50","20210513_TOP_1_0006_0001.mp4","49148","20210513_BOTTOM_1_0006_0001.mp4","48065","npz6.50","0.42264",59.11285,"2.05627","12.12967","968.54168","21.10781","70.86402","38.10768","322.61554","-132.57929","-903.55682","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"51","20210513_TOP_1_0006_0001.mp4","49150","20210513_BOTTOM_1_0006_0001.mp4","48067","npz6.50","0.42320",42.79653,"0.87739","8.79797","779.96666","24.47967","29.31026","46.96670","187.76525","-263.05753","-709.85416","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"52","20210513_TOP_1_0006_0001.mp4","49150","20210513_BOTTOM_1_0006_0001.mp4","48067","npz6.50","0.42320",52.15885,"1.06506","6.28841","825.69332","18.58127","46.94415","51.33898","262.90700","-10.24951","-782.65210","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"53","20210513_TOP_1_0006_0001.mp4","49151","20210513_BOTTOM_1_0006_0001.mp4","48068","npz6.50","0.42348",41.35388,"0.91021","8.91435","781.98480","24.11016","31.84405","45.26995","186.74365","-259.16294","-713.76580","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"54","20210513_TOP_1_0006_0001.mp4","49152","20210513_BOTTOM_1_0006_0001.mp4","48069","npz6.50","0.42376",40.67001,"0.80358","6.90466","867.04095","22.71097","11.24744","57.80538","256.97516","214.52502","-799.81422","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"55","20210513_TOP_1_0006_0001.mp4","49152","20210513_BOTTOM_1_0006_0001.mp4","48069","npz6.50","0.42376",44.79161,"1.53338","2.63223","987.66725","33.96633","45.41309","60.29219","175.69447","523.09807","-819.13763","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"57","20210513_TOP_1_0006_0001.mp4","49159","20210513_BOTTOM_1_0006_0001.mp4","48076","npz6.50","0.42570",56.40423,"2.84138","3.92579","1319.24959","12.15332","46.42060","38.22704","93.81283","261.41617","-1289.68221","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"58","20210513_TOP_1_0006_0001.mp4","49160","20210513_BOTTOM_1_0006_0001.mp4","48077","npz6.50","0.42598",43.38893,"1.20080","7.41924","812.61659","10.62888","82.99990","54.80368","104.77199","-107.18305","-798.67411","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"59","20210513_TOP_1_0006_0001.mp4","49163","20210513_BOTTOM_1_0006_0001.mp4","48080","npz6.50","0.42682",53.57835,"1.52623","9.09499","1038.93915","31.50424","9.39536","69.22007","81.06902","-536.82288","-885.80108","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"60","20210513_TOP_1_0006_0001.mp4","49179","20210513_BOTTOM_1_0006_0001.mp4","48096","npz6.50","0.43126",48.02444,"1.39648","11.85459","1099.89042","26.48157","2.16014","57.15089","27.47947","-489.68159","-984.48755","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"61","20210513_TOP_1_0006_0001.mp4","49179","20210513_BOTTOM_1_0006_0001.mp4","48096","npz6.50","0.43126",44.44289,"1.50919","8.07445","1055.52722","21.04076","34.25919","46.63481","152.72169","-346.83269","-985.15018","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"62","20210513_TOP_1_0006_0001.mp4","49182","20210513_BOTTOM_1_0006_0001.mp4","48099","npz6.50","0.43210",39.09984,"0.63672","9.60872","889.23804","12.49617","0.15314","56.42813","192.37467","-3.60037","-868.17239","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"63","20210513_TOP_1_0006_0001.mp4","49183","20210513_BOTTOM_1_0006_0001.mp4","48100","npz6.50","0.43238",65.04515,"0.72010","14.66380","869.78820","23.03676","5.24685","61.85444","320.33563","-115.04229","-800.42605","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"64","20210513_TOP_1_0006_0001.mp4","49185","20210513_BOTTOM_1_0006_0001.mp4","48102","npz6.50","0.43293",46.75292,"1.09581","6.79064","1076.74291","9.22854","57.20171","72.43705","166.14114","-47.07016","-1062.80611","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"65","20210513_TOP_1_0006_0001.mp4","49187","20210513_BOTTOM_1_0006_0001.mp4","48104","npz6.50","0.43349",45.55395,"0.64560","6.14810","792.19827","18.60521","25.46415","65.23761","251.74896","-22.44147","-750.79754","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"66","20210513_TOP_1_0006_0001.mp4","49187","20210513_BOTTOM_1_0006_0001.mp4","48104","npz6.50","0.43349",42.19037,"0.80749","8.05479","928.69689","19.44849","1.23192","43.18966","224.61181","212.52157","-875.70659","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"67","20210513_TOP_1_0006_0001.mp4","49201","20210513_BOTTOM_1_0006_0001.mp4","48118","npz6.50","0.43738",40.80912,"1.65089","7.37590","1126.05160","17.54138","45.48083","59.71809","41.42122","-336.84869","-1073.68964","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"68","20210513_TOP_1_0006_0001.mp4","49208","20210513_BOTTOM_1_0006_0001.mp4","48125","npz6.50","0.43933",44.44033,"1.29762","8.12940","1016.53423","17.13904","74.57309","67.63921","268.47048","-132.89928","-971.39241","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"69","20210513_TOP_1_0006_0001.mp4","49216","20210513_BOTTOM_1_0006_0001.mp4","48133","npz6.50","0.44155",50.12235,"1.05494","6.43568","946.39791","19.56058","32.42577","58.66053","246.65571","198.89550","-891.77943","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"70","20210513_TOP_1_0006_0001.mp4","49287","20210513_BOTTOM_1_0006_0001.mp4","48204","npz6.50","0.46129",48.41715,"0.61664","6.89904","865.16159","6.72817","8.93254","59.00966","100.98457","8.73255","-859.20338","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"77","20210513_TOP_1_0006_0001.mp4","51635","20210513_BOTTOM_1_0006_0001.mp4","50552","npz6.50","1.11417",107.53253,"5.95350","1.70875","2896.60159","17.54553","2.38148","59.73905","-117.85384","865.23013","-2761.84505","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"78","20210513_TOP_1_0006_0001.mp4","51640","20210513_BOTTOM_1_0006_0001.mp4","50557","npz6.50","1.11556",58.81929,"0.99115","3.00028","1018.41412","8.54375","15.39515","29.72136","119.71331","92.52286","-1007.11249","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"79","20210513_TOP_1_0006_0001.mp4","51720","20210513_BOTTOM_1_0006_0001.mp4","50637","npz6.50","1.13780",54.87627,"1.39986","4.37721","1091.47910","21.87256","58.05032","71.19650","298.85277","-275.73447","-1012.90876","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"81","20210513_TOP_1_0006_0001.mp4","52024","20210513_BOTTOM_1_0006_0001.mp4","50941","npz6.50","1.22233",114.64751,"7.29532","3.07155","2250.89822","26.16410","67.38201","62.09905","288.22905","949.74642","-2020.25952","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"82","20210513_TOP_1_0006_0001.mp4","56034","20210513_BOTTOM_1_0006_0001.mp4","54951","npz6.50","2.33733",266.47688,"3.02320","9.19822","2413.22080","0.58956","14.25118","49.49706","-2.20011","24.73334","-2413.09305","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"83","20210513_TOP_1_0006_0001.mp4","56385","20210513_BOTTOM_1_0006_0001.mp4","55302","npz6.50","2.43493",357.70941,"5.74168","7.54154","2932.98052","5.78912","57.73379","74.45624","294.81951","24.57746","-2918.02196","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"84","20210513_TOP_1_0006_0001.mp4","56864","20210513_BOTTOM_1_0006_0001.mp4","55781","npz6.50","2.56812",53.63503,"1.46162","3.42732","1142.27767","27.74977","34.98835","62.94248","482.49369","223.76724","-1010.90373","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1211","113.5564","20210513","09:44:13","NPZ6","Fished","out6.13","32","Claude","Y","Y"
"89","20210513_TOP_1_0008_0001.mp4","14099","20210513_BOTTOM_1_0008_0001.mp4","13016","npz6.46","2.14854",279.24747,"2.40139","6.83456","1454.35272","24.57267","4.14562","74.03018","234.45055","-557.49590","-1322.63868","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"90","20210513_TOP_1_0008_0001.mp4","14506","20210513_BOTTOM_1_0008_0001.mp4","13423","npz6.46","2.26170",396.14139,"7.29585","11.99392","2770.04229","22.26749","13.43493","76.39300","514.99798","-914.63269","-2563.46609","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"91","20210513_TOP_1_0008_0001.mp4","15177","20210513_BOTTOM_1_0008_0001.mp4","14094","npz6.46","2.44828",283.79308,"8.42144","11.04843","2337.22128","15.16459","80.93974","55.94700","600.95316","-112.54145","-2255.83533","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"92","20210513_TOP_1_0008_0001.mp4","15271","20210513_BOTTOM_1_0008_0001.mp4","14188","npz6.46","2.47442",292.42235,"8.49904","6.51629","2497.66328","16.96127","81.00914","61.33547","560.53185","465.51893","-2389.02031","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"93","20210513_TOP_1_0008_0001.mp4","15372","20210513_BOTTOM_1_0008_0001.mp4","14289","npz6.46","2.50250",288.42432,"2.32393","11.48713","1747.71757","21.51456","65.98152","78.64294","591.44808","247.00428","-1625.94426","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"94","20210513_TOP_1_0008_0001.mp4","15374","20210513_BOTTOM_1_0008_0001.mp4","14291","npz6.46","2.50306",247.93664,"2.85465","4.89672","2241.68437","17.16070","86.16677","81.92688","629.58093","-202.72597","-2141.88675","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"95","20210513_TOP_1_0008_0001.mp4","15400","20210513_BOTTOM_1_0008_0001.mp4","14317","npz6.46","2.51029",328.56164,"5.06189","8.73085","1525.34084","24.42017","74.68386","36.64086","543.89361","-319.14542","-1388.88107","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"97","20210513_TOP_1_0008_0001.mp4","15505","20210513_BOTTOM_1_0008_0001.mp4","14422","npz6.46","2.53948",322.52059,"5.18466","10.66012","1674.66555","24.82825","83.51688","48.80554","557.55397","-428.49932","-1519.87717","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1138","113.5215","20210513","10:12:44","NPZ6","Fished","out6.9","44.7","Claude","Y","Y"
"98","20210513_TOP_1_0009_0001.mp4","7958","20210513_BOTTOM_1_0009_0001.mp4","6875","npz6.24","1.87437",91.6829,"3.97624","7.54597","1642.96937","35.78261","68.62889","61.87187","759.41375","588.35720","-1332.84467","Mullidae","Parupeneus","chrysopleuron","37355016",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0836","113.5114","20210513","10:31:21","NPZ6","No-take","npz6.24","49.3","Claude","Y","Y"
"100","20210513_TOP_1_0009_0001.mp4","9612","20210513_BOTTOM_1_0009_0001.mp4","8529","npz6.24","2.33428",184.82012,"12.86097","15.95219","2853.64387","14.58351","78.13477","54.16423","636.03817","334.25759","-2761.70430","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0836","113.5114","20210513","10:31:21","NPZ6","No-take","npz6.24","49.3","Claude","Y","Y"
"102","20210513_TOP_1_0009_0001.mp4","10173","20210513_BOTTOM_1_0009_0001.mp4","9090","npz6.24","2.49027",58.76223,"1.39514","3.97753","1246.99603","22.06917","64.49432","77.19875","404.75615","235.99001","-1155.62982","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0836","113.5114","20210513","10:31:21","NPZ6","No-take","npz6.24","49.3","Claude","Y","Y"
"103","20210513_TOP_1_0009_0001.mp4","10226","20210513_BOTTOM_1_0009_0001.mp4","9143","npz6.24","2.50500",85.92254,"3.51997","5.65367","1674.00641","29.85286","58.04688","79.25068","360.85391","751.08955","-1451.87685","Labridae",NA,"sp3",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0836","113.5114","20210513","10:31:21","NPZ6","No-take","npz6.24","49.3","Claude","Y","Y"
"1","20210513_TOP_2_0001_0001.mp4","23912","20210513_BOTTOM_2_0001_0001.mp4","21915","npz6.18","0.21633",282.93034,"8.82887","7.09344","2291.95853","24.52094","85.88063","53.65628","413.89347","-856.45496","-2085.24602","Scaridae","Scarus","chameleon","37386012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"2","20210513_TOP_2_0001_0001.mp4","23978","20210513_BOTTOM_2_0001_0001.mp4","21981","npz6.18","0.23468",239.82033,"10.90330","3.28695","2634.52671","24.15776","59.71956","50.35981","-3.94937","-1078.17404","-2403.80035","Scaridae","Scarus","chameleon","37386012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"3","20210513_TOP_2_0001_0001.mp4","24071","20210513_BOTTOM_2_0001_0001.mp4","22074","npz6.18","0.26054",200.13888,"4.87544","6.23998","2285.03619","21.70788","11.80738","57.53310","175.22347","-826.81326","-2122.98539","Scaridae","Scarus","sp3",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"4","20210513_TOP_2_0001_0001.mp4","24107","20210513_BOTTOM_2_0001_0001.mp4","22110","npz6.18","0.27055",147.64184,"7.08996","5.02358","2349.49781","27.79209","48.21613","71.22480","376.60789","-1028.71720","-2078.47237","Scaridae","Scarus","sp3",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"6","20210513_TOP_2_0001_0001.mp4","25357","20210513_BOTTOM_2_0001_0001.mp4","23360","npz6.18","0.61812",54.48197,"3.45954","3.21574","1250.87061","30.88182","64.27311","23.64026","493.88811","-410.22066","-1073.53194","Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"7","20210513_TOP_2_0001_0001.mp4","25406","20210513_BOTTOM_2_0001_0001.mp4","23409","npz6.18","0.63174",480.96699,"20.79753","2.79653","3365.80856","25.65029","76.49748","43.63882","78.60895","1454.85963","-3034.11789","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"8","20210513_TOP_2_0001_0001.mp4","26842","20210513_BOTTOM_2_0001_0001.mp4","24845","npz6.18","1.03103",68.1339,"5.51548","1.40478","2285.07301","23.37101","61.34418","85.00296","367.03913","-828.81540","-2097.59529","Labridae","Anampses","geographicus","37384048",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"10","20210513_TOP_2_0001_0001.mp4","26859","20210513_BOTTOM_2_0001_0001.mp4","24862","npz6.18","1.03576",59.9897,"5.37509","3.90894","2375.75121","19.50860","30.97200","68.73459","381.74034","-695.50198","-2239.36266","Labridae","Anampses","geographicus","37384048",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"11","20210513_TOP_2_0001_0001.mp4","27522","20210513_BOTTOM_2_0001_0001.mp4","25525","npz6.18","1.22011",72.88358,"1.89952","1.98949","1020.83133","27.31007","66.69062","48.51541","268.85634","-383.51068","-907.04599","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"12","20210513_TOP_2_0001_0001.mp4","27752","20210513_BOTTOM_2_0001_0001.mp4","25755","npz6.18","1.28406",65.91698,"2.41543","5.06974","1413.96406","14.04025","40.10463","54.37715","36.94843","-341.03680","-1371.72267","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"14","20210513_TOP_2_0001_0001.mp4","28059","20210513_BOTTOM_2_0001_0001.mp4","26062","npz6.18","1.36942",76.45836,"1.48708","6.47653","1661.73451","9.90889","5.17413","63.85141","-204.28319","-200.09586","-1636.94581","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
"15","20210513_TOP_2_0001_0001.mp4","28111","20210513_BOTTOM_2_0001_0001.mp4","26114","npz6.18","1.38388",89.13132,"1.36255","5.62979","1413.58312","4.85689","79.45114","80.87697","-13.51727","-118.91852","-1408.50733","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0837","113.5038","20210513","11:02:11","NPZ6","No-take","npz6.18","50","Claude","Y","Y"
